yearmonth	eeacellcode	basisofrecord	datasetkey	countrycode	occurrences	isCitizenScience	year	month
2023-08	10kmE388N316	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	16	1	2023	08
2023-08	10kmE388N318	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	9	1	2023	08
2023-08	10kmE388N319	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	11	1	2023	08
2023-08	10kmE389N319	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	5	1	2023	08
2023-08	10kmE389N320	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	13	1	2023	08
2023-08	10kmE390N315	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE390N320	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	23	1	2023	08
2023-08	10kmE390N321	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	14	1	2023	08
2023-08	10kmE390N322	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE391N320	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	08
2023-08	10kmE391N321	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	10	1	2023	08
2023-08	10kmE391N322	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	1	1	2023	08
2023-08	10kmE391N322	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	18	1	2023	08
2023-08	10kmE391N323	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	08
2023-08	10kmE392N322	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	11	1	2023	08
2023-08	10kmE392N323	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	22	1	2023	08
2023-08	10kmE392N324	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE393N323	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	8	1	2023	08
2023-08	10kmE393N324	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	1	1	2023	08
2023-08	10kmE393N324	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	32	1	2023	08
2023-08	10kmE393N325	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	6	1	2023	08
2023-08	10kmE394N324	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	8	1	2023	08
2023-08	10kmE394N325	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	08
2023-08	10kmE394N326	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	14	1	2023	08
2023-08	10kmE394N327	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	6	1	2023	08
2023-08	10kmE395N322	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE395N326	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	8	1	2023	08
2023-08	10kmE395N327	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	20	1	2023	08
2023-08	10kmE395N327	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	1	1	2023	08
2023-08	10kmE395N328	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	6	1	2023	08
2023-08	10kmE395N329	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	3	1	2023	08
2023-08	10kmE395N329	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	15	1	2023	08
2023-08	10kmE395N330	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	16	1	2023	08
2023-08	10kmE395N330	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	1	1	2023	08
2023-08	10kmE395N331	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE396N329	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE396N330	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	5	1	2023	08
2023-08	10kmE396N331	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	08
2023-08	10kmE396N332	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	14	1	2023	08
2023-08	10kmE396N332	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	1	1	2023	08
2023-08	10kmE396N333	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	22	1	2023	08
2023-08	10kmE396N334	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	16	1	2023	08
2023-08	10kmE396N335	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	08
2023-08	10kmE397N333	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	08
2023-08	10kmE397N334	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	59	1	2023	08
2023-08	10kmE397N335	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	15	1	2023	08
2023-08	10kmE398N331	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE398N332	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE398N334	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE398N335	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	08
2023-08	10kmE398N336	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	6	1	2023	08
2023-08	10kmE399N335	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE399N336	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	8	1	2023	08
2023-08	10kmE399N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	14	1	2023	08
2023-08	10kmE400N336	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	5	1	2023	08
2023-08	10kmE400N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	39	1	2023	08
2023-08	10kmE400N337	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	2	1	2023	08
2023-08	10kmE400N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	08
2023-08	10kmE401N334	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	2	1	2023	08
2023-08	10kmE401N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	21	1	2023	08
2023-08	10kmE401N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE402N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	10	1	2023	08
2023-08	10kmE402N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE403N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	9	1	2023	08
2023-08	10kmE403N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	5	1	2023	08
2023-08	10kmE404N336	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE404N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	4	1	2023	08
2023-08	10kmE404N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE405N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	6	1	2023	08
2023-08	10kmE405N396	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE406N336	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	08
2023-08	10kmE406N337	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NL	1	1	2023	08
2023-08	10kmE406N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	71	1	2023	08
2023-08	10kmE406N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	18	1	2023	08
2023-08	10kmE406N396	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE406N398	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE406N398	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NO	1	1	2023	08
2023-08	10kmE407N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE407N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	5	1	2023	08
2023-08	10kmE407N394	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE407N394	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NO	2	1	2023	08
2023-08	10kmE407N433	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NO	1	1	2023	08
2023-08	10kmE408N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE409N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE409N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	4	1	2023	08
2023-08	10kmE409N339	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	2	1	2023	08
2023-08	10kmE410N339	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE411N335	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE411N336	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	3	1	2023	08
2023-08	10kmE411N337	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NL	1	1	2023	08
2023-08	10kmE412N340	HUMAN_OBSERVATION	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	DE	1	1	2023	08
2023-08	10kmE414N340	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE415N340	HUMAN_OBSERVATION	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	DE	2	1	2023	08
2023-08	10kmE415N340	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE415N388	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NO	2	1	2023	08
2023-08	10kmE415N388	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE416N340	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	1	1	2023	08
2023-08	10kmE416N340	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	4	1	2023	08
2023-08	10kmE417N341	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE418N340	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	1	1	2023	08
2023-08	10kmE418N345	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	2	1	2023	08
2023-08	10kmE418N345	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	3	1	2023	08
2023-08	10kmE418N345	HUMAN_OBSERVATION	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	DE	2	1	2023	08
2023-08	10kmE419N339	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE419N340	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE419N360	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE420N211	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	FR	1	1	2023	08
2023-08	10kmE420N338	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE420N360	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE420N364	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE420N364	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE420N365	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	08
2023-08	10kmE420N365	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE420N365	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE420N367	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE421N350	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE421N350	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	1	1	2023	08
2023-08	10kmE421N351	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	2	1	2023	08
2023-08	10kmE421N359	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	2	1	2023	08
2023-08	10kmE421N359	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	2	1	2023	08
2023-08	10kmE422N346	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	3	1	2023	08
2023-08	10kmE422N349	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	2	1	2023	08
2023-08	10kmE422N350	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	3	1	2023	08
2023-08	10kmE422N351	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	2	1	2023	08
2023-08	10kmE422N354	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	1	1	2023	08
2023-08	10kmE422N355	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	4	1	2023	08
2023-08	10kmE422N355	HUMAN_OBSERVATION	67fabcac-a638-40a6-9bea-aeca8aced9f1	DK	1	0	2023	08
2023-08	10kmE422N356	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	2	1	2023	08
2023-08	10kmE422N356	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE422N358	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE422N358	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	08
2023-08	10kmE422N358	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE422N371	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE422N376	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	08
2023-08	10kmE423N342	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	2	1	2023	08
2023-08	10kmE423N342	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	1	1	2023	08
2023-08	10kmE423N346	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	1	1	2023	08
2023-08	10kmE423N354	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE423N391	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE424N343	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	1	1	2023	08
2023-08	10kmE425N392	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE428N213	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	FR	1	1	2023	08
2023-08	10kmE428N355	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE429N352	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE429N352	HUMAN_OBSERVATION	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	DE	1	1	2023	08
2023-08	10kmE429N356	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE429N356	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE429N357	HUMAN_OBSERVATION	67fabcac-a638-40a6-9bea-aeca8aced9f1	DK	2	0	2023	08
2023-08	10kmE429N397	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NO	3	1	2023	08
2023-08	10kmE430N352	HUMAN_OBSERVATION	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	DE	1	1	2023	08
2023-08	10kmE430N352	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE430N352	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE430N353	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	2	1	2023	08
2023-08	10kmE430N353	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE430N356	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE430N357	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE430N357	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE430N397	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE431N348	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	2	1	2023	08
2023-08	10kmE431N351	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE431N356	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	2	1	2023	08
2023-08	10kmE431N357	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE431N358	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE431N383	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE432N348	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	1	1	2023	08
2023-08	10kmE432N348	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE432N350	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	1	1	2023	08
2023-08	10kmE432N350	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE432N356	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE432N362	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE432N383	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	2	1	2023	08
2023-08	10kmE432N383	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE432N383	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE433N347	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	2	1	2023	08
2023-08	10kmE433N353	HUMAN_OBSERVATION	67fabcac-a638-40a6-9bea-aeca8aced9f1	DK	1	0	2023	08
2023-08	10kmE433N364	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE433N365	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	08
2023-08	10kmE433N365	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE433N366	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	08
2023-08	10kmE433N383	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	08
2023-08	10kmE433N399	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE434N229	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2023	08
2023-08	10kmE434N348	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE434N364	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	08
2023-08	10kmE434N367	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	2	1	2023	08
2023-08	10kmE434N377	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	2	1	2023	08
2023-08	10kmE434N383	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE434N383	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE434N399	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	3	1	2023	08
2023-08	10kmE434N401	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NO	1	1	2023	08
2023-08	10kmE434N403	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE435N225	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	IT	1	1	2023	08
2023-08	10kmE435N347	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	1	1	2023	08
2023-08	10kmE435N347	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	4	1	2023	08
2023-08	10kmE435N352	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE435N364	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE435N367	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	2	1	2023	08
2023-08	10kmE435N367	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE435N367	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	4	1	2023	08
2023-08	10kmE435N368	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	2	1	2023	08
2023-08	10kmE435N381	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE435N381	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	08
2023-08	10kmE435N384	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	3	1	2023	08
2023-08	10kmE435N384	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	08
2023-08	10kmE435N384	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE435N385	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE435N401	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NO	1	1	2023	08
2023-08	10kmE435N402	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE435N404	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	NO	1	1	2023	08
2023-08	10kmE435N406	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	1	1	2023	08
2023-08	10kmE435N408	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NO	1	1	2023	08
2023-08	10kmE435N448	HUMAN_OBSERVATION	b124e1e0-4755-430f-9eab-894f25a9b59c	NO	3	1	2023	08
2023-08	10kmE436N347	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	2	1	2023	08
2023-08	10kmE436N352	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	1	1	2023	08
2023-08	10kmE436N354	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DK	1	1	2023	08
2023-08	10kmE436N364	HUMAN_OBSERVATION	6ac3f774-d9fb-4796-b3e9-92bf6c81c084	DK	1	1	2023	08
2023-08	10kmE436N367	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DK	2	1	2023	08
2023-08	10kmE437N362	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	08
2023-08	10kmE437N399	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	NO	2	1	2023	08
2023-08	10kmE438N345	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	1	1	2023	08
2023-08	10kmE438N347	HUMAN_OBSERVATION	50c9509d-22c7-4a22-a47d-8c48425ef4a7	DE	1	1	2023	08
2023-08	10kmE438N347	HUMAN_OBSERVATION	8a863029-f435-446a-821e-275f4f641165	DE	2	1	2023	08
2023-08	10kmE438N352	HUMAN_OBSERVATION	963a6b96-4d22-4428-86e4-afee52cf4a8e	DK	1	1	2023	08
