"","eeacellcode","yearmonth","basisofrecord","datasetkey","countrycode","occurrences","isCitizenScience","year","month","Floppy"
"4633","10kmE338N279","1978-09","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,1978,9,NA
"4634","10kmE338N289","2006-01","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,2006,1,NA
"4635","10kmE338N289","1984-01","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,1984,1,NA
"4636","10kmE338N290","2021-11","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","FR",1,1,2021,11,NA
"4637","10kmE338N290","2021-09","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2021,9,NA
"4638","10kmE338N290","2005-01","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,2005,1,NA
"4639","10kmE338N291","2021-10","HUMAN_OBSERVATION","c9147f19-8032-48df-8dfc-ee9571956634","FR",1,0,2021,10,NA
"4640","10kmE338N292","2021-09","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2021,9,NA
"4641","10kmE338N293","2000-07","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,2000,7,NA
"4642","10kmE338N313","1988-08","HUMAN_OBSERVATION","36555a0c-8361-42c4-9f78-805816266f2e","GB",1,0,1988,8,NA
"4643","10kmE338N314","2021-08","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","GB",1,0,2021,8,NA
"4644","10kmE338N314","2008-06","HUMAN_OBSERVATION","594e1181-c38a-4f44-b78c-ceab50351cca","GB",1,1,2008,6,NA
"4645","10kmE338N320","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",2,1,2023,8,NA
"4646","10kmE338N320","2023-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","GB",1,1,2023,8,NA
"4647","10kmE338N320","2022-06","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","GB",1,0,2022,6,NA
"4648","10kmE338N320","2022-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",2,1,2022,6,NA
"4649","10kmE338N320","2022-05","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","GB",1,0,2022,5,NA
"4650","10kmE338N320","2021-11","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",1,1,2021,11,NA
"4651","10kmE338N320","2021-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",1,1,2021,10,NA
"4652","10kmE338N320","2021-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",1,1,2021,8,NA
"4653","10kmE338N320","2019-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",1,1,2019,5,NA
"4654","10kmE338N323","2023-10","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",1,1,2023,10,NA
"4655","10kmE338N323","2016-09","HUMAN_OBSERVATION","6aa62933-35d4-4e74-af93-0fbc49655547","GB",1,0,2016,9,NA
"4656","10kmE338N323","2013-08","HUMAN_OBSERVATION","6aa62933-35d4-4e74-af93-0fbc49655547","GB",2,0,2013,8,NA
"4657","10kmE338N324","2013-08","HUMAN_OBSERVATION","6aa62933-35d4-4e74-af93-0fbc49655547","GB",1,0,2013,8,NA
"4658","10kmE338N335","1995-09","HUMAN_OBSERVATION","f60e31a5-dc12-44c1-8358-098f131cd141","GB",1,0,1995,9,NA
"4659","10kmE338N344","2022-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",1,1,2022,9,NA
"4660","10kmE338N345","2011-07","HUMAN_OBSERVATION","3dc2a7f6-8d3a-4228-a69c-ec795028fe2f","GB",1,0,2011,7,NA
"4661","10kmE338N354","2021-09","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","IM",1,0,2021,9,NA
"4662","10kmE338N354","2017-07","HUMAN_OBSERVATION","2120e938-254a-4de9-a5d4-2e7b4d7a5493","IM",1,0,2017,7,NA
"4663","10kmE338N354","2011-06","HUMAN_OBSERVATION","0d9accc4-309d-44ad-901e-f221e1d0ec80","IM",1,1,2011,6,NA
"4664","10kmE338N354","1996-07","HUMAN_OBSERVATION","2c7c72b2-ac29-4be3-a95f-6b09e8f4b932","IM",1,0,1996,7,NA
"4665","10kmE338N356","2022-09","HUMAN_OBSERVATION","0a013f89-5381-4578-9d82-5f28fd5f1ef6","IM",1,0,2022,9,NA
"4666","10kmE338N356","2022-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","IM",1,1,2022,9,NA
"4667","10kmE338N356","2022-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","IM",1,1,2022,5,NA
"4668","10kmE338N356","2017-09","HUMAN_OBSERVATION","0a013f89-5381-4578-9d82-5f28fd5f1ef6","IM",1,0,2017,9,NA
"4669","10kmE338N356","2012-05","HUMAN_OBSERVATION","0d9accc4-309d-44ad-901e-f221e1d0ec80","IM",1,1,2012,5,NA
"4670","10kmE338N356","2010-06","HUMAN_OBSERVATION","0d9accc4-309d-44ad-901e-f221e1d0ec80","IM",1,1,2010,6,NA
"4671","10kmE338N356","2009-08","HUMAN_OBSERVATION","0d9accc4-309d-44ad-901e-f221e1d0ec80","IM",1,1,2009,8,NA
"4672","10kmE338N356","2009-07","HUMAN_OBSERVATION","0d9accc4-309d-44ad-901e-f221e1d0ec80","IM",3,1,2009,7,NA
"4673","10kmE338N356","1999-08","HUMAN_OBSERVATION","2c7c72b2-ac29-4be3-a95f-6b09e8f4b932","IM",1,0,1999,8,NA
"4674","10kmE338N356","1997-09","HUMAN_OBSERVATION","2c7c72b2-ac29-4be3-a95f-6b09e8f4b932","IM",1,0,1997,9,NA
"4675","10kmE338N356","1996-07","HUMAN_OBSERVATION","2c7c72b2-ac29-4be3-a95f-6b09e8f4b932","IM",1,0,1996,7,NA
"4676","10kmE338N356","1995-07","HUMAN_OBSERVATION","2c7c72b2-ac29-4be3-a95f-6b09e8f4b932","IM",8,0,1995,7,NA
"4677","10kmE338N356","1993-08","HUMAN_OBSERVATION","29ce88ff-5cf1-47fd-af44-8477c52c910c","IM",1,0,1993,8,NA
"4678","10kmE338N356","1992-07","HUMAN_OBSERVATION","29ce88ff-5cf1-47fd-af44-8477c52c910c","IM",4,0,1992,7,NA
"4679","10kmE338N356","1924-06","HUMAN_OBSERVATION","219285f8-b3c9-4c34-963e-bdd3c14692fd","IM",1,0,1924,6,NA
"4680","10kmE338N356","1916-08","HUMAN_OBSERVATION","219285f8-b3c9-4c34-963e-bdd3c14692fd","IM",1,0,1916,8,NA
"4681","10kmE338N357","2018-07","HUMAN_OBSERVATION","2120e938-254a-4de9-a5d4-2e7b4d7a5493","IM",1,0,2018,7,NA
"4682","10kmE338N357","2017-09","HUMAN_OBSERVATION","0a013f89-5381-4578-9d82-5f28fd5f1ef6","IM",1,0,2017,9,NA
"4683","10kmE338N357","2015-07","HUMAN_OBSERVATION","0d9accc4-309d-44ad-901e-f221e1d0ec80","IM",1,1,2015,7,NA
"4684","10kmE338N357","1999-07","HUMAN_OBSERVATION","2c7c72b2-ac29-4be3-a95f-6b09e8f4b932","IM",5,0,1999,7,NA
"4685","10kmE338N357","1995-08","HUMAN_OBSERVATION","2c7c72b2-ac29-4be3-a95f-6b09e8f4b932","IM",1,0,1995,8,NA
"4686","10kmE338N357","1995-07","HUMAN_OBSERVATION","2c7c72b2-ac29-4be3-a95f-6b09e8f4b932","IM",1,0,1995,7,NA
"4687","10kmE338N357","1992-07","HUMAN_OBSERVATION","29ce88ff-5cf1-47fd-af44-8477c52c910c","IM",1,0,1992,7,NA
"4688","10kmE338N357","1991-07","HUMAN_OBSERVATION","29ce88ff-5cf1-47fd-af44-8477c52c910c","IM",1,0,1991,7,NA
"4689","10kmE338N357","1977-09","HUMAN_OBSERVATION","219285f8-b3c9-4c34-963e-bdd3c14692fd","IM",1,0,1977,9,NA
"4690","10kmE338N361","2010-09","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2010,9,NA
"4691","10kmE338N361","2005-08","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2005,8,NA
"4692","10kmE338N361","1990-07","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,1990,7,NA
"4693","10kmE338N362","2021-09","HUMAN_OBSERVATION","0a013f89-5381-4578-9d82-5f28fd5f1ef6","GB",1,0,2021,9,NA
"4694","10kmE338N362","2015-06","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2015,6,NA
"4695","10kmE338N362","2014-06","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2014,6,NA
"4696","10kmE338N362","2010-09","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2010,9,NA
"4697","10kmE338N362","2006-05","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2006,5,NA
"4698","10kmE338N366","2023-09","HUMAN_OBSERVATION","0a013f89-5381-4578-9d82-5f28fd5f1ef6","GB",1,0,2023,9,NA
"4699","10kmE338N366","2015-07","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2015,7,NA
"4700","10kmE338N367","2022-07","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","GB",1,0,2022,7,NA
"4701","10kmE338N367","2021-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",1,1,2021,8,NA
"4702","10kmE338N367","2011-08","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",5,0,2011,8,NA
"4703","10kmE338N367","2011-06","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",2,0,2011,6,NA
"4704","10kmE338N367","2011-05","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2011,5,NA
"4705","10kmE338N367","2010-08","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",3,0,2010,8,NA
"4706","10kmE338N367","2001-09","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2001,9,NA
"4707","10kmE338N367","2001-09","HUMAN_OBSERVATION","efb3f1a0-43d5-4ae6-a58f-4fd61043756a","GB",1,1,2001,9,NA
"4708","10kmE338N371","1956-09","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,1956,9,NA
"4709","10kmE338N372","2022-10","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","GB",1,0,2022,10,NA
"4710","10kmE338N372","2017-09","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2017,9,NA
"4711","10kmE338N372","2016-06","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2016,6,NA
"4712","10kmE338N372","2015-08","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2015,8,NA
"4713","10kmE338N372","2014-06","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2014,6,NA
"4714","10kmE338N372","2011-08","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2011,8,NA
"4715","10kmE338N372","2011-06","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2011,6,NA
"4716","10kmE338N372","2010-08","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",2,0,2010,8,NA
"4717","10kmE338N372","2007-08","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2007,8,NA
"4718","10kmE338N372","2002-06","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2002,6,NA
"4719","10kmE338N372","1987-07","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",2,0,1987,7,NA
"4720","10kmE338N373","2014-07","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2014,7,NA
"4721","10kmE338N373","2004-06","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2004,6,NA
"4722","10kmE338N373","1998-07","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,1998,7,NA
"4723","10kmE338N394","2017-06","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2017,6,NA
"4724","10kmE338N395","2023-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","GB",1,1,2023,7,NA
"4725","10kmE338N395","2023-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",1,1,2023,7,NA
"4726","10kmE338N395","2022-09","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","GB",1,0,2022,9,NA
"4727","10kmE338N395","2020-09","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","GB",2,0,2020,9,NA
"4728","10kmE338N395","2011-06","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",1,1,2011,6,NA
"4729","10kmE338N395","2011-06","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2011,6,NA
"4730","10kmE338N401","2001-09","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2001,9,NA
"4731","10kmE338N401","1959-08","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,1959,8,NA
"4732","10kmE338N402","2023-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","GB",1,1,2023,7,NA
"4733","10kmE338N402","2020-09","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","GB",1,0,2020,9,NA
"4734","10kmE338N402","2008-08","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,2008,8,NA
"4735","10kmE338N402","1956-08","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,1956,8,NA
"4736","10kmE338N403","2021-09","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",1,1,2021,9,NA
"4737","10kmE338N403","1999-07","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,1999,7,NA
"4738","10kmE338N403","1975-08","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,1975,8,NA
"4739","10kmE338N404","2022-08","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","GB",1,0,2022,8,NA
"4740","10kmE338N404","2020-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","GB",2,1,2020,7,NA
"4741","10kmE338N404","1999-07","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,1999,7,NA
"4742","10kmE338N404","1978-06","HUMAN_OBSERVATION","53f13c8f-413e-4537-bda6-98666cd7975f","GB",1,0,1978,6,NA
"4743","10kmE339N173","2023-04","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","ES",1,1,2023,4,NA
"4744","10kmE339N173","2022-04","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","ES",1,0,2022,4,NA
"4745","10kmE339N173","2017-11","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","ES",1,1,2017,11,NA
"4746","10kmE339N173","2017-03","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,2017,3,NA
"4747","10kmE339N174","2024-02","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","ES",1,1,2024,2,NA
"4748","10kmE339N174","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","ES",1,1,2023,8,NA
"4749","10kmE339N174","2023-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","ES",1,1,2023,3,NA
"4750","10kmE339N174","2022-12","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","ES",1,1,2022,12,NA
"4751","10kmE339N174","2022-03","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","ES",1,1,2022,3,NA
"4752","10kmE339N174","2020-02","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","ES",2,0,2020,2,NA
"4753","10kmE339N174","2020-01","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","ES",1,0,2020,1,NA
"4754","10kmE339N174","2016-04","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",2,0,2016,4,NA
"4755","10kmE339N174","2015-05","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,2015,5,NA
"4756","10kmE339N174","2013-05","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","ES",1,1,2013,5,NA
"4757","10kmE339N174","2009-05","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,2009,5,NA
"4758","10kmE339N174","2006-12","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","ES",1,1,2006,12,NA
"4759","10kmE339N174","2006-12","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",2,0,2006,12,NA
"4760","10kmE339N174","2006-03","PRESERVED_SPECIMEN","834a4794-f762-11e1-a439-00145eb45e9a","ES",1,0,2006,3,NA
"4761","10kmE339N174","2004-06","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,2004,6,NA
"4762","10kmE339N174","2004-01","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,2004,1,NA
"4763","10kmE339N174","1999-03","PRESERVED_SPECIMEN","835852b2-f762-11e1-a439-00145eb45e9a","ES",1,0,1999,3,NA
"4764","10kmE339N174","1999-03","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,1999,3,NA
"4765","10kmE339N174","1999-02","PRESERVED_SPECIMEN","835852b2-f762-11e1-a439-00145eb45e9a","ES",1,0,1999,2,NA
"4766","10kmE339N174","1998-06","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,1998,6,NA
"4767","10kmE339N174","1998-06","PRESERVED_SPECIMEN","835852b2-f762-11e1-a439-00145eb45e9a","ES",1,0,1998,6,NA
"4768","10kmE339N174","1992-05","PRESERVED_SPECIMEN","835852b2-f762-11e1-a439-00145eb45e9a","ES",1,0,1992,5,NA
"4769","10kmE339N174","1992-05","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,1992,5,NA
"4770","10kmE339N174","1991-04","PRESERVED_SPECIMEN","835852b2-f762-11e1-a439-00145eb45e9a","ES",1,0,1991,4,NA
"4771","10kmE339N174","1957-06","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,1957,6,NA
"4772","10kmE339N174","1957-06","PRESERVED_SPECIMEN","835852b2-f762-11e1-a439-00145eb45e9a","ES",1,0,1957,6,NA
"4773","10kmE339N174","1934-04","PRESERVED_SPECIMEN","834c9918-f762-11e1-a439-00145eb45e9a","ES",1,0,1934,4,NA
"4774","10kmE339N175","2023-03","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","ES",1,1,2023,3,NA
"4775","10kmE339N175","2023-01","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","ES",1,1,2023,1,NA
"4776","10kmE339N175","2022-04","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","ES",1,1,2022,4,NA
"4777","10kmE339N175","2022-03","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,2022,3,NA
"4778","10kmE339N175","2021-04","HUMAN_OBSERVATION","7a3679ef-5582-4aaa-81f0-8c2545cafc81","ES",1,0,2021,4,NA
"4779","10kmE339N175","2020-02","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","ES",1,0,2020,2,NA
"4780","10kmE339N175","2016-04","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",3,0,2016,4,NA
"4781","10kmE339N175","2004-11","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,2004,11,NA
"4782","10kmE339N175","1999-02","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",4,0,1999,2,NA
"4783","10kmE339N175","1999-02","PRESERVED_SPECIMEN","835852b2-f762-11e1-a439-00145eb45e9a","ES",4,0,1999,2,NA
"4784","10kmE339N175","1998-02","PRESERVED_SPECIMEN","835852b2-f762-11e1-a439-00145eb45e9a","ES",1,0,1998,2,NA
"4785","10kmE339N175","1998-02","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,1998,2,NA
"4786","10kmE339N175","1996-11","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,1996,11,NA
"4787","10kmE339N175","1996-11","PRESERVED_SPECIMEN","835852b2-f762-11e1-a439-00145eb45e9a","ES",1,0,1996,11,NA
"4788","10kmE339N175","1996-04","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,1996,4,NA
"4789","10kmE339N175","1996-04","PRESERVED_SPECIMEN","835852b2-f762-11e1-a439-00145eb45e9a","ES",1,0,1996,4,NA
"4790","10kmE339N175","1991-04","HUMAN_OBSERVATION","95e635d4-f762-11e1-a439-00145eb45e9a","ES",1,0,1991,4,NA
"4791","10kmE339N233","2023-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","FR",1,1,2023,7,NA
"4792","10kmE339N233","2022-10","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2022,10,NA
"4793","10kmE339N233","2022-09","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2022,9,NA
"4794","10kmE339N233","2022-05","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",2,0,2022,5,NA
"4795","10kmE339N233","2021-09","HUMAN_OBSERVATION","d1620235-125b-45c1-903c-4951428c27a8","FR",1,0,2021,9,NA
"4796","10kmE339N233","2017-07","HUMAN_OBSERVATION","37e09252-7afd-43fa-825a-9eef15614ad7","FR",1,0,2017,7,NA
"4797","10kmE339N233","2017-06","HUMAN_OBSERVATION","37e09252-7afd-43fa-825a-9eef15614ad7","FR",5,0,2017,6,NA
"4798","10kmE339N233","2017-05","HUMAN_OBSERVATION","37e09252-7afd-43fa-825a-9eef15614ad7","FR",4,0,2017,5,NA
"4799","10kmE339N233","2017-04","HUMAN_OBSERVATION","37e09252-7afd-43fa-825a-9eef15614ad7","FR",1,0,2017,4,NA
"4800","10kmE339N233","2014-06","HUMAN_OBSERVATION","8ed7b879-e2fb-4896-9acc-1c911bcdaf6b","FR",5,0,2014,6,NA
"4801","10kmE339N233","2014-04","HUMAN_OBSERVATION","8ed7b879-e2fb-4896-9acc-1c911bcdaf6b","FR",1,0,2014,4,NA
"4802","10kmE339N233","2008-06","HUMAN_OBSERVATION","86bc683e-8ff2-40cc-965a-896f3f59d46f","FR",1,0,2008,6,NA
"4803","10kmE339N233","2008-05","HUMAN_OBSERVATION","86bc683e-8ff2-40cc-965a-896f3f59d46f","FR",1,0,2008,5,NA
"4804","10kmE339N233","2001-06","HUMAN_OBSERVATION","2700f1e5-0f50-4f53-8810-67bb54852aae","FR",1,0,2001,6,NA
"4805","10kmE339N234","2023-07","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","FR",1,1,2023,7,NA
"4806","10kmE339N234","2023-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","FR",1,1,2023,6,NA
"4807","10kmE339N234","2023-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","FR",1,1,2023,5,NA
"4808","10kmE339N234","2022-09","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2022,9,NA
"4809","10kmE339N234","2022-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","FR",1,1,2022,8,NA
"4810","10kmE339N234","2022-06","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2022,6,NA
"4811","10kmE339N234","2022-05","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2022,5,NA
"4812","10kmE339N234","2021-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","FR",1,1,2021,10,NA
"4813","10kmE339N234","2021-10","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",3,0,2021,10,NA
"4814","10kmE339N234","2021-08","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2021,8,NA
"4815","10kmE339N234","2021-06","HUMAN_OBSERVATION","291577e7-6d58-42d4-81d3-069686ae6a6f","FR",3,0,2021,6,NA
"4816","10kmE339N234","2020-11","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2020,11,NA
"4817","10kmE339N234","2020-08","HUMAN_OBSERVATION","e108b902-1d58-4587-99c5-0194e059bf2b","FR",1,0,2020,8,NA
"4818","10kmE339N234","2020-05","HUMAN_OBSERVATION","7a3679ef-5582-4aaa-81f0-8c2545cafc81","FR",1,0,2020,5,NA
"4819","10kmE339N234","2020-05","HUMAN_OBSERVATION","e108b902-1d58-4587-99c5-0194e059bf2b","FR",1,0,2020,5,NA
"4820","10kmE339N234","2019-10","HUMAN_OBSERVATION","7a3679ef-5582-4aaa-81f0-8c2545cafc81","FR",1,0,2019,10,NA
"4821","10kmE339N234","2019-09","HUMAN_OBSERVATION","e108b902-1d58-4587-99c5-0194e059bf2b","FR",1,0,2019,9,NA
"4822","10kmE339N234","2019-08","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2019,8,NA
"4823","10kmE339N234","2019-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","FR",1,1,2019,8,NA
"4824","10kmE339N234","2019-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","FR",1,1,2019,8,NA
